@relation pep-seq
@attribute R NUMERIC
@attribute H NUMERIC
@attribute D NUMERIC
@attribute S NUMERIC
@attribute N NUMERIC
@attribute C NUMERIC
@attribute G NUMERIC
@attribute V NUMERIC
@attribute I NUMERIC
@attribute L NUMERIC
@attribute F NUMERIC
@attribute Y NUMERIC
@attribute toxicity {anti-toxic, neutral, toxic}
@data
0,1,2,0,0,3,0,0,0,0,1,1,neutral
0,0,0,0,1,4,1,0,0,0,1,1,neutral
0,1,0,0,0,3,2,1,0,0,1,0,neutral
0,0,0,0,1,1,1,0,2,1,1,1,neutral
0,0,0,0,1,1,2,0,0,1,3,0,neutral
0,1,0,0,0,3,0,1,1,0,2,0,neutral
2,0,1,0,0,0,1,1,0,2,0,1,neutral
0,0,0,0,0,1,1,2,0,1,3,0,neutral
1,2,1,0,1,0,1,0,0,0,2,0,neutral
0,0,0,0,1,3,0,2,1,0,1,0,neutral
0,0,1,0,0,0,2,2,2,0,1,0,neutral
3,0,2,0,0,0,1,0,0,0,2,0,neutral
0,0,1,0,2,1,0,2,0,2,0,0,neutral
0,0,0,1,0,1,1,0,0,2,1,2,neutral
0,0,2,1,0,1,2,0,0,0,1,1,neutral
1,0,1,0,0,0,0,2,0,2,2,0,neutral
0,0,0,0,1,3,1,1,0,0,2,0,neutral
2,0,0,0,0,2,2,1,0,0,1,0,neutral
2,1,0,0,0,2,0,1,0,0,1,1,neutral
0,1,1,1,0,2,1,0,0,1,1,0,neutral
0,1,1,0,0,0,3,0,0,0,2,1,neutral
1,0,1,0,0,1,1,1,1,1,1,0,neutral
1,0,0,1,0,3,1,0,0,0,1,1,neutral
0,0,0,1,0,1,1,0,1,0,3,1,neutral
0,0,0,1,1,1,1,1,0,1,2,0,neutral
0,0,0,2,0,2,1,0,0,0,3,0,neutral
0,1,0,0,1,1,0,2,2,0,0,1,neutral
1,1,0,0,1,2,0,1,0,0,2,0,neutral
0,0,1,1,0,1,0,2,1,1,0,1,neutral
1,0,0,3,0,0,1,1,0,1,1,0,neutral
1,1,0,0,1,1,2,0,0,1,1,0,neutral
0,1,0,1,0,1,1,1,0,2,0,1,neutral
0,0,1,0,0,1,1,1,1,0,3,0,neutral
0,0,2,0,1,1,2,0,1,0,1,0,neutral
2,0,1,0,0,2,0,0,1,1,1,0,neutral
1,1,1,0,1,0,2,0,0,0,2,0,neutral
0,0,0,1,0,1,2,0,0,0,4,0,neutral
0,0,0,1,0,2,1,1,2,0,0,1,neutral
0,0,2,0,0,2,1,0,0,1,2,0,neutral
1,0,2,0,0,2,0,0,0,2,0,1,neutral
0,0,0,0,0,2,1,2,0,1,0,2,neutral
0,0,0,0,1,0,0,0,3,0,4,0,neutral
1,2,0,0,1,1,1,0,0,0,1,1,neutral
0,1,1,0,0,3,1,0,0,1,1,0,neutral
0,0,0,0,1,1,2,2,0,0,2,0,neutral
0,0,0,0,1,3,1,0,0,1,0,2,neutral
0,1,0,1,0,2,1,1,0,0,1,1,neutral
0,0,0,1,0,3,0,3,0,0,0,1,neutral
1,1,0,0,0,1,2,0,1,0,1,1,neutral
0,0,0,0,1,1,0,2,1,0,1,2,neutral
0,0,0,0,1,2,1,1,1,1,1,0,neutral
1,0,0,0,0,0,1,2,2,0,1,1,neutral
0,0,1,0,0,2,1,2,0,0,1,1,neutral
0,0,2,0,0,1,0,2,0,1,1,1,neutral
1,0,0,1,0,1,1,2,1,0,0,1,neutral
0,0,0,0,0,1,4,0,0,1,2,0,neutral
1,0,1,1,0,0,0,0,1,1,2,1,neutral
1,1,0,0,0,1,1,0,0,1,2,1,neutral
0,0,0,0,0,2,2,1,0,1,2,0,neutral
1,0,0,1,1,0,1,0,0,1,1,2,neutral
0,1,1,0,2,0,0,3,0,0,1,0,neutral
2,1,0,0,0,1,0,1,0,0,2,1,neutral
2,0,0,2,0,0,2,1,1,0,0,0,neutral
3,0,2,0,0,1,0,0,0,0,1,1,neutral
2,0,0,0,2,1,1,1,1,0,0,0,neutral
0,0,0,0,0,1,3,0,0,0,1,3,neutral
1,0,1,2,0,1,2,1,0,0,0,0,neutral
0,0,0,0,2,2,1,0,1,0,1,1,neutral
0,0,2,1,1,2,0,1,0,0,1,0,neutral
0,0,0,0,1,1,1,2,1,0,0,2,neutral
0,0,0,1,1,2,1,3,0,0,0,0,neutral
2,1,0,0,1,1,1,0,0,0,1,1,neutral
0,0,1,1,0,5,0,0,0,1,0,0,neutral
0,1,0,0,1,3,1,0,0,1,0,1,neutral
0,0,1,1,0,1,0,1,4,0,0,0,neutral
0,1,1,0,1,2,0,2,0,0,1,0,neutral
1,0,1,0,0,2,2,0,0,0,0,2,neutral
1,1,1,1,0,1,0,1,0,0,0,2,neutral
0,0,0,1,1,2,1,1,0,0,2,0,neutral
1,0,0,0,0,2,0,2,0,0,1,2,neutral
0,1,1,0,0,0,4,0,0,1,1,0,neutral
0,0,0,2,0,1,0,0,0,0,3,2,neutral
0,0,0,1,0,0,1,2,0,1,1,2,neutral
0,0,1,0,0,4,0,0,0,0,2,1,neutral
2,0,0,0,0,2,1,2,1,0,0,0,neutral
1,0,0,0,0,3,0,2,1,0,1,0,neutral
0,0,1,0,1,4,0,0,0,1,1,0,neutral
1,0,1,1,0,1,0,2,1,1,0,0,neutral
1,1,0,2,0,1,0,1,0,0,0,2,neutral
0,0,0,0,0,4,1,0,0,2,1,0,neutral
1,0,0,1,0,2,1,0,0,0,3,0,neutral
0,0,0,2,0,1,1,1,1,0,1,1,neutral
0,0,1,2,0,0,0,1,2,0,2,0,neutral
4,0,0,1,0,1,0,1,0,0,1,0,neutral
1,1,0,1,0,1,0,2,1,0,1,0,neutral
0,1,0,0,1,0,1,1,0,1,1,2,neutral
0,1,0,0,1,2,1,1,1,0,1,0,neutral
0,0,0,2,0,3,1,0,1,0,1,0,neutral
0,0,2,0,1,0,1,2,1,0,1,0,neutral
0,0,1,1,1,2,0,0,1,1,1,0,neutral
1,0,0,0,1,1,1,1,0,1,2,0,neutral
0,0,1,0,0,3,0,1,0,0,3,0,neutral
0,1,0,0,0,1,1,2,0,0,2,1,neutral
0,0,0,0,2,2,0,1,1,0,0,2,neutral
0,0,0,0,0,2,2,0,0,3,1,0,neutral
2,0,0,0,1,1,0,0,1,1,0,2,neutral
1,0,0,0,1,2,0,1,2,1,0,0,neutral
1,0,0,1,0,1,1,1,1,0,2,0,neutral
0,1,0,1,0,2,0,1,1,0,2,0,neutral
0,1,1,0,0,0,3,0,0,1,0,2,neutral
1,0,0,1,2,2,0,0,0,1,1,0,neutral
1,1,0,0,0,0,1,2,1,1,1,0,neutral
1,0,0,1,1,2,0,1,0,1,0,1,neutral
1,0,0,1,0,1,1,0,0,3,1,0,neutral
1,1,0,0,0,1,2,0,0,1,0,2,neutral
0,0,0,1,0,1,1,0,2,1,2,0,neutral
0,3,0,0,0,0,0,1,1,1,1,1,neutral
0,0,0,0,1,4,0,1,1,0,1,0,neutral
0,1,0,1,0,3,0,0,0,1,1,1,neutral
1,0,1,0,0,0,0,1,1,1,2,1,neutral
0,0,1,0,0,2,1,0,0,2,2,0,neutral
1,0,0,0,0,3,0,1,1,2,0,0,neutral
0,0,0,0,0,2,0,2,1,0,2,1,neutral
0,0,0,0,0,1,2,3,0,1,0,1,neutral
0,0,0,1,1,0,0,2,0,0,3,1,neutral
0,1,2,0,0,1,1,1,0,1,1,0,neutral
0,1,0,1,0,3,1,1,0,0,1,0,neutral
1,1,1,1,0,1,0,0,1,1,1,0,neutral
1,0,0,0,0,2,1,0,1,0,1,2,neutral
0,0,0,1,2,0,1,1,0,0,3,0,neutral
1,0,0,1,0,0,2,1,0,2,1,0,neutral
0,0,1,1,0,2,1,2,0,1,0,0,neutral
0,1,1,0,0,1,1,0,0,0,2,2,neutral
1,0,1,1,0,2,1,0,1,0,1,0,neutral
2,0,1,0,0,0,1,1,0,0,0,3,neutral
2,0,2,1,0,1,0,0,0,0,1,1,neutral
1,0,1,0,0,0,0,0,0,2,2,2,neutral
0,0,0,1,0,3,2,0,2,0,0,0,neutral
0,2,0,0,1,1,1,0,1,0,1,1,neutral
0,1,3,0,0,0,1,1,0,1,0,1,neutral
2,0,1,1,1,0,0,1,0,1,0,1,neutral
1,0,1,0,0,2,0,1,0,1,2,0,neutral
0,0,0,1,0,1,0,2,1,0,3,0,neutral
1,0,1,0,0,3,0,0,1,1,0,1,neutral
1,1,0,0,0,2,0,1,1,0,0,2,neutral
1,0,1,0,0,3,2,0,0,0,1,0,neutral
1,0,0,1,0,1,0,1,0,2,1,1,neutral
0,1,0,3,1,0,0,0,2,0,0,1,neutral
2,0,1,1,0,0,1,1,1,0,1,0,neutral
2,1,0,0,1,2,0,0,0,1,1,0,neutral
0,0,0,2,0,2,0,1,0,2,0,1,neutral
0,1,0,1,0,2,0,2,0,1,1,0,neutral
0,0,0,0,0,1,3,1,1,1,1,0,neutral
0,0,1,0,1,2,0,1,0,2,1,0,neutral
2,0,1,0,2,0,0,1,0,0,1,1,neutral
1,0,0,0,0,0,1,1,4,0,0,1,neutral
0,0,0,0,0,0,0,1,1,0,5,1,neutral
0,0,1,2,1,1,0,1,0,1,0,1,neutral
0,0,0,1,0,2,0,2,0,1,1,1,neutral
1,0,0,2,0,1,1,0,2,1,0,0,neutral
0,0,0,0,1,1,1,3,0,1,0,1,neutral
0,0,1,0,1,1,2,0,0,1,2,0,neutral
1,0,1,0,0,2,0,0,1,0,3,0,neutral
0,0,0,0,1,0,2,1,0,2,1,1,neutral
0,0,1,0,0,0,5,0,2,0,0,0,neutral
0,0,0,1,0,0,1,0,0,1,4,1,neutral
0,1,1,2,0,2,0,1,0,1,0,0,neutral
1,0,0,0,0,1,2,1,0,0,1,2,neutral
0,0,0,0,0,2,1,1,1,0,3,0,neutral
1,0,0,1,0,0,2,1,2,0,0,1,neutral
0,0,2,0,1,1,2,0,0,0,1,1,neutral
1,0,2,0,0,2,0,1,0,0,0,2,neutral
0,0,1,0,0,5,1,0,0,0,1,0,neutral
0,0,0,0,1,1,1,0,2,0,3,0,neutral
0,0,0,3,0,1,0,2,0,0,1,1,neutral
0,1,0,1,0,1,2,0,1,1,0,1,neutral
0,0,0,0,0,1,1,1,1,2,1,1,neutral
0,0,0,1,0,0,1,2,1,1,2,0,neutral
1,0,1,1,0,0,0,2,0,0,2,1,neutral
2,0,1,1,0,1,1,0,0,0,1,1,neutral
1,1,0,0,0,1,1,2,0,0,1,1,neutral
0,1,0,0,0,2,1,1,0,0,2,1,neutral
0,0,1,2,2,0,1,2,0,0,0,0,neutral
0,1,0,1,0,0,2,1,0,1,1,1,neutral
0,0,0,1,0,1,2,1,1,0,2,0,neutral
0,2,0,1,0,0,1,2,0,0,2,0,neutral
1,1,1,1,1,0,1,1,0,0,1,0,neutral
1,1,1,0,0,2,0,0,1,0,2,0,neutral
2,1,0,0,0,1,1,0,0,0,2,1,neutral
0,0,0,1,1,2,0,0,1,1,2,0,neutral
1,0,0,0,1,1,0,1,1,0,3,0,neutral
1,0,0,1,0,1,0,2,0,0,1,2,neutral
0,1,0,0,0,2,1,0,0,1,2,1,neutral
1,1,0,1,1,1,0,1,0,1,0,1,neutral
0,1,1,0,0,0,2,1,0,1,0,2,neutral
0,0,1,1,1,1,2,1,0,1,0,0,neutral
0,1,0,0,0,1,0,1,1,3,1,0,neutral
2,1,1,0,1,0,1,2,0,0,0,0,neutral
0,0,2,0,0,3,0,0,1,0,1,1,neutral
0,1,0,0,1,2,0,0,2,1,1,0,neutral
0,0,0,2,1,4,0,0,0,0,0,1,neutral
0,0,0,0,0,0,1,2,1,0,3,1,neutral
1,0,0,0,0,1,0,2,1,1,0,2,neutral
0,0,0,3,0,1,1,1,0,0,1,1,neutral
2,0,1,0,1,0,0,1,1,1,0,1,neutral
0,0,0,1,1,0,1,3,0,1,0,1,neutral
0,0,0,0,0,2,2,1,0,0,1,2,neutral
1,0,1,0,0,0,0,3,0,0,3,0,neutral
1,1,1,0,0,2,0,1,1,0,0,1,neutral
0,0,1,0,0,1,0,2,2,1,0,1,neutral
0,0,2,1,2,0,0,1,0,1,1,0,neutral
1,0,0,0,1,2,1,0,0,0,3,0,neutral
0,1,1,2,0,2,0,0,0,0,2,0,neutral
0,1,0,2,0,0,0,0,2,1,1,1,neutral
0,0,0,0,0,4,0,1,0,1,0,2,neutral
1,0,0,0,0,0,2,3,1,0,1,0,neutral
0,1,1,2,0,3,0,1,0,0,0,0,neutral
0,0,0,1,1,1,1,1,1,0,0,2,neutral
0,0,0,0,1,0,1,3,1,2,0,0,neutral
1,0,0,0,0,1,1,1,1,0,1,2,neutral
0,0,1,0,2,1,1,2,1,0,0,0,neutral
1,0,1,1,0,0,1,1,0,1,1,1,neutral
1,0,2,0,0,1,0,3,0,0,0,1,neutral
1,0,0,0,1,2,1,2,0,0,1,0,neutral
0,0,0,1,0,0,0,1,1,2,2,1,neutral
0,1,0,1,0,3,2,0,0,0,0,1,neutral
1,0,0,0,1,2,0,0,1,0,2,1,neutral
0,0,0,1,1,3,0,1,0,0,2,0,neutral
0,0,0,0,1,3,0,1,0,0,1,2,neutral
0,0,0,0,1,3,1,1,1,0,0,1,neutral
0,1,0,0,0,2,0,2,1,1,0,1,neutral
0,0,0,0,2,0,1,1,1,1,1,1,neutral
0,1,0,0,0,2,1,0,1,2,1,0,neutral
1,0,0,0,0,2,1,1,0,1,1,1,neutral
1,0,0,0,0,2,0,2,1,0,2,0,neutral
2,0,0,1,1,0,0,1,1,0,1,1,neutral
1,0,0,0,1,1,2,0,1,0,2,0,neutral
1,0,0,0,0,0,1,1,1,1,2,1,neutral
0,0,1,0,1,2,1,1,0,1,0,1,neutral
1,2,0,0,0,1,2,0,1,0,0,1,neutral
1,3,0,0,0,0,0,1,0,1,2,0,neutral
0,2,0,0,0,2,1,1,0,0,1,1,neutral
0,0,0,1,0,2,1,1,0,3,0,0,neutral
0,0,0,0,0,1,2,0,2,2,1,0,neutral
0,0,0,2,0,2,0,0,1,0,0,3,neutral
0,0,1,1,0,2,1,1,1,0,1,0,neutral
0,0,1,2,1,1,0,0,1,0,1,1,neutral
0,1,0,0,0,1,0,1,3,0,2,0,neutral
1,0,0,1,0,2,1,1,1,0,0,1,neutral
0,0,1,1,1,0,2,0,1,0,0,2,neutral
0,2,1,0,2,1,0,1,0,0,1,0,neutral
1,0,0,0,0,1,2,0,1,0,3,0,neutral
0,1,0,1,0,2,0,0,1,1,1,1,neutral
2,0,0,0,1,1,0,1,0,1,2,0,neutral
1,0,0,1,0,0,2,0,1,0,3,0,neutral
1,0,0,3,0,1,0,0,0,0,2,1,neutral
0,0,1,0,1,3,1,1,0,0,1,0,neutral
1,0,1,1,0,1,0,3,0,0,0,1,neutral
0,0,0,1,1,0,1,1,0,1,1,2,neutral
3,1,1,0,0,1,0,1,0,0,0,1,neutral
0,2,1,1,1,1,0,2,0,0,0,0,neutral
0,0,1,0,0,3,2,0,2,0,0,0,neutral
0,0,0,1,0,1,0,1,2,1,1,1,neutral
0,1,0,1,0,1,2,0,2,0,1,0,neutral
1,0,0,1,0,1,1,2,0,0,2,0,neutral
1,1,1,1,1,0,0,1,0,0,2,0,neutral
1,1,1,0,0,1,2,0,1,0,0,1,neutral
0,0,1,0,3,1,0,1,0,2,0,0,neutral
1,0,1,1,0,2,1,0,1,0,1,0,neutral
2,0,0,0,0,0,1,1,1,0,2,1,neutral
0,0,0,0,0,3,0,1,0,0,2,2,neutral
1,0,0,0,1,3,0,0,1,1,1,0,neutral
0,1,0,0,1,1,0,1,1,1,2,0,neutral
1,0,0,2,2,0,1,1,0,0,1,0,neutral
0,0,0,0,1,1,0,0,2,1,3,0,neutral
0,0,1,0,0,2,0,3,0,0,1,1,neutral
1,1,0,0,1,1,1,0,0,1,1,1,neutral
1,1,1,0,0,2,0,1,0,0,1,1,neutral
0,0,0,0,0,1,3,2,0,0,2,0,neutral
1,0,2,1,0,0,1,1,1,1,0,0,neutral
1,1,0,1,0,1,1,0,0,1,2,0,neutral
0,0,2,1,0,0,2,1,0,0,2,0,neutral
0,0,2,0,0,1,0,1,0,3,1,0,neutral
0,1,0,0,1,0,1,2,0,0,2,1,neutral
0,0,0,0,1,1,0,2,1,2,1,0,neutral
0,1,1,2,0,1,0,2,0,0,0,1,neutral
0,1,0,0,1,2,0,1,1,0,2,0,neutral
1,1,0,0,0,0,1,0,2,0,3,0,neutral
0,0,1,1,1,1,1,0,0,0,1,2,neutral
0,1,0,0,0,1,0,0,2,0,3,1,neutral
1,0,0,0,1,2,0,1,0,0,3,0,neutral
1,0,0,1,1,2,0,0,2,0,1,0,neutral
1,1,0,1,0,3,0,1,0,1,0,0,neutral
1,0,1,0,0,1,2,2,0,0,1,0,neutral
1,0,0,0,0,0,2,2,0,0,1,2,neutral
1,0,0,0,1,1,0,1,0,3,0,1,neutral
0,0,0,0,0,1,0,0,2,0,3,2,neutral
0,0,0,0,0,3,0,1,0,0,2,2,neutral
1,1,0,0,0,2,0,2,1,0,0,1,neutral
0,0,0,0,1,2,0,0,1,1,0,3,neutral
1,1,0,1,0,1,1,1,0,0,1,1,neutral
1,0,1,1,0,2,0,1,0,1,1,0,neutral
0,0,1,2,1,3,0,0,0,1,0,0,neutral
0,0,2,0,0,1,0,2,0,0,3,0,neutral
1,1,0,0,1,3,0,0,1,0,1,0,neutral
1,0,0,0,0,2,0,0,0,1,4,0,neutral
0,0,1,1,0,2,1,0,1,1,1,0,neutral
0,0,0,0,0,2,1,0,0,2,2,1,neutral
1,1,0,1,0,0,0,1,0,1,2,1,neutral
1,0,0,1,0,1,1,2,0,0,1,1,neutral
1,0,0,2,1,1,3,0,0,0,0,0,neutral
1,0,0,1,1,0,1,1,0,1,1,1,neutral
0,1,1,1,0,1,0,0,0,2,2,0,neutral
0,0,1,0,0,2,1,2,0,0,0,2,neutral
1,0,0,1,0,0,1,1,0,1,0,3,neutral
0,0,0,0,0,0,1,2,0,1,3,1,neutral
1,0,1,1,0,1,0,1,1,0,1,1,neutral
0,2,0,0,1,1,1,0,0,0,1,2,neutral
0,0,2,0,1,2,1,0,0,0,1,1,neutral
0,0,1,1,0,1,0,2,1,1,1,0,neutral
0,0,1,0,0,2,1,3,0,1,0,0,neutral
0,0,0,1,0,1,3,2,0,0,1,0,neutral
0,1,1,0,0,0,0,1,1,0,3,1,neutral
0,0,0,1,0,0,2,1,2,0,2,0,neutral
0,1,0,0,0,1,1,0,0,2,2,1,neutral
2,0,1,1,0,0,2,0,0,1,1,0,neutral
0,0,0,1,0,1,1,2,0,1,1,1,neutral
0,0,1,2,1,1,1,2,0,0,0,0,neutral
1,0,0,0,0,1,2,0,0,0,0,4,neutral
2,0,1,0,1,0,1,1,0,1,1,0,neutral
0,0,0,0,0,1,3,0,1,0,3,0,neutral
1,0,0,0,1,3,1,0,1,1,0,0,neutral
1,0,0,0,0,2,0,1,0,1,1,2,neutral
1,0,2,0,0,0,0,1,0,0,3,1,neutral
0,1,0,0,0,1,0,1,1,2,0,2,neutral
1,0,0,1,0,1,0,2,0,1,1,1,neutral
1,0,2,0,0,1,1,0,1,0,2,0,neutral
0,0,1,1,1,1,1,0,1,0,2,0,neutral
2,2,1,0,0,0,1,0,0,0,1,1,neutral
0,0,1,0,0,1,1,1,0,1,3,0,neutral
0,0,0,1,0,1,1,2,0,1,1,1,neutral
0,0,1,0,0,3,0,1,0,1,2,0,neutral
1,0,1,1,0,2,0,0,0,1,1,1,neutral
0,1,0,1,1,1,1,0,1,0,2,0,neutral
0,0,0,0,0,5,0,1,0,0,2,0,neutral
2,0,1,0,0,1,0,2,0,0,1,1,neutral
0,1,0,0,0,3,0,1,0,1,1,1,neutral
0,0,0,0,0,1,4,0,1,0,1,1,neutral
2,0,1,0,0,1,0,1,0,0,2,1,neutral
0,0,0,1,0,2,0,1,1,1,1,1,neutral
0,0,1,1,1,2,0,0,0,0,2,1,neutral
1,0,1,1,0,0,3,0,0,0,2,0,neutral
0,0,1,0,0,0,1,2,1,0,1,2,neutral
0,1,1,0,1,1,1,0,0,0,2,1,neutral
0,1,1,0,0,2,0,2,1,0,1,0,neutral
0,0,0,1,0,0,1,1,0,0,2,3,neutral
0,0,0,0,2,0,1,0,1,2,2,0,neutral
2,0,0,1,1,1,0,1,0,1,1,0,neutral
0,1,1,0,0,1,1,2,0,1,1,0,neutral
1,0,0,0,1,2,0,0,0,1,3,0,neutral
0,2,0,1,1,1,0,1,1,0,1,0,neutral
2,0,1,0,0,1,1,1,0,1,1,0,neutral
0,0,0,0,0,2,0,2,1,1,2,0,neutral
1,0,0,0,1,0,1,2,1,0,1,1,neutral
2,0,0,0,0,0,1,1,1,1,0,2,neutral
0,0,1,0,0,1,1,2,1,0,1,1,neutral
2,0,0,0,0,1,2,1,0,0,1,1,neutral
0,2,0,0,0,2,1,2,1,0,0,0,neutral
0,1,0,0,1,0,2,0,1,1,0,2,neutral
1,0,0,1,0,4,1,0,0,0,1,0,neutral
2,0,1,1,1,1,0,0,0,2,0,0,neutral
0,0,0,0,0,2,1,1,0,1,3,0,neutral
1,1,0,3,0,0,1,0,1,0,0,1,neutral
2,1,0,1,0,0,1,0,1,1,1,0,neutral
0,0,1,1,0,2,0,2,0,0,2,0,neutral
0,0,1,1,0,3,0,2,0,0,1,0,neutral
1,0,1,0,1,3,0,0,0,0,0,2,neutral
1,0,0,0,2,2,0,0,0,1,1,1,neutral
0,0,0,0,0,2,1,1,0,1,2,1,neutral
0,0,0,1,0,2,0,1,1,1,1,1,neutral
0,0,1,2,0,0,1,1,1,0,1,1,neutral
0,1,1,1,0,1,1,0,0,2,1,0,neutral
0,0,0,0,0,1,2,2,0,0,2,1,neutral
0,1,0,1,2,3,0,0,0,0,1,0,neutral
0,0,0,0,0,3,0,1,1,0,3,0,neutral
2,0,1,0,0,1,0,1,0,1,2,0,neutral
0,1,0,0,0,1,1,0,1,1,2,1,neutral
0,0,1,0,1,2,1,0,0,1,1,1,neutral
0,1,1,0,0,2,0,2,1,0,0,1,neutral
0,0,0,0,0,2,0,1,0,1,2,2,neutral
2,1,0,0,0,0,0,1,1,2,0,1,neutral
0,0,1,1,0,2,0,0,2,0,1,1,neutral
0,0,0,0,0,1,1,1,0,0,3,2,neutral
0,1,0,0,0,3,1,0,0,1,2,0,neutral
0,0,1,2,1,2,1,1,0,0,0,0,neutral
0,0,0,0,0,1,0,1,1,2,3,0,neutral
0,0,0,0,0,0,1,1,1,0,2,3,neutral
0,0,0,0,0,0,0,2,2,1,2,1,neutral
0,0,0,0,0,2,0,3,1,1,1,0,neutral
0,1,2,1,1,2,0,0,1,0,0,0,neutral
1,0,0,1,1,0,0,3,1,1,0,0,neutral
0,0,1,0,0,0,1,3,0,1,1,1,neutral
0,0,1,2,0,0,1,0,0,1,2,1,neutral
0,1,1,0,0,1,1,1,1,1,0,1,neutral
0,0,0,0,1,1,1,0,1,1,3,0,neutral
1,0,0,0,2,1,0,0,2,0,2,0,neutral
0,1,0,1,2,0,2,0,0,0,2,0,neutral
0,1,1,0,1,1,1,1,0,0,1,1,neutral
0,1,1,0,0,2,0,1,1,0,0,2,neutral
0,1,0,1,0,0,1,3,0,0,2,0,neutral
0,0,0,0,0,0,1,2,0,0,3,2,neutral
0,0,2,2,0,1,1,0,0,0,1,1,neutral
0,1,0,1,1,1,0,1,1,0,2,0,neutral
1,0,0,0,0,0,1,0,1,3,2,0,neutral
0,1,2,0,0,1,1,1,1,0,1,0,neutral
1,1,1,0,0,0,1,1,0,1,1,1,neutral
1,1,0,0,0,2,1,0,1,1,1,0,neutral
1,0,0,0,0,2,0,1,1,1,2,0,neutral
0,0,0,0,0,2,1,2,0,1,0,2,neutral
1,0,1,0,1,2,1,0,1,0,1,0,neutral
0,0,0,1,0,3,1,0,0,0,2,1,neutral
0,1,0,0,0,1,3,1,1,0,0,1,neutral
0,1,1,1,0,0,0,3,0,1,0,1,neutral
0,0,0,0,0,1,0,1,1,2,3,0,neutral
0,0,1,0,0,2,1,0,0,2,1,1,neutral
0,0,0,1,1,2,3,1,0,0,0,0,neutral
0,0,0,0,1,3,1,1,1,0,1,0,neutral
1,0,0,2,0,2,0,0,1,0,1,1,neutral
0,2,1,0,0,2,1,0,0,2,0,0,neutral
0,0,0,0,0,2,0,2,1,1,2,0,neutral
1,1,0,1,0,2,0,0,1,0,0,2,neutral
2,0,0,1,0,1,1,0,1,0,1,1,neutral
0,0,0,0,0,0,1,1,1,2,1,2,neutral
0,0,0,1,0,2,1,0,1,2,0,1,neutral
0,1,1,1,0,0,1,2,0,0,2,0,neutral
1,0,1,0,0,1,2,1,0,1,1,0,neutral
0,1,1,0,0,4,1,0,0,1,0,0,neutral
1,0,0,1,0,1,0,0,0,0,3,2,neutral
0,0,0,0,0,1,0,2,0,3,1,1,neutral
0,0,0,0,0,0,0,2,2,0,2,2,neutral
1,1,1,2,0,1,1,0,0,1,0,0,neutral
0,0,0,1,0,1,0,1,1,0,2,2,neutral
0,0,0,2,0,2,1,1,0,1,0,1,neutral
1,0,2,0,0,1,2,0,0,1,1,0,neutral
0,0,0,1,0,3,1,0,1,0,1,1,neutral
0,0,1,1,1,2,1,0,0,1,0,1,neutral
0,1,0,0,1,1,1,1,1,0,1,1,neutral
0,0,0,0,1,0,0,1,0,1,5,0,neutral
1,0,1,0,0,1,1,2,0,1,1,0,neutral
0,1,0,0,1,1,0,2,0,1,2,0,neutral
0,0,0,1,2,0,1,0,1,0,1,2,neutral
0,1,0,0,1,2,0,1,2,0,0,1,neutral
1,0,0,0,1,0,1,2,0,0,1,2,neutral
0,0,0,1,1,3,0,1,0,0,0,2,neutral
0,1,0,1,0,1,1,0,0,1,2,1,neutral
0,2,1,2,0,0,1,1,0,0,0,1,neutral
0,1,0,1,0,4,0,1,0,0,0,1,neutral
0,0,1,1,0,2,1,0,1,0,1,1,neutral
1,0,0,1,0,2,0,1,0,0,2,1,neutral
1,1,0,0,1,1,1,1,0,0,1,1,neutral
0,2,0,1,0,3,0,0,2,0,0,0,neutral
0,0,0,0,0,2,0,3,1,0,1,1,neutral
1,0,0,1,0,0,1,1,0,2,1,1,neutral
0,0,1,0,0,0,2,2,1,1,1,0,neutral
0,1,0,0,0,1,0,1,0,1,2,2,neutral
0,0,0,2,0,2,2,1,0,0,0,1,neutral
0,0,3,0,1,2,0,0,1,1,0,0,neutral
0,0,2,0,0,0,0,0,3,1,1,1,neutral
0,0,3,0,0,1,0,1,0,1,1,1,neutral
0,0,0,0,1,1,0,1,0,1,3,1,neutral
0,1,0,1,0,3,1,1,0,0,1,0,neutral
0,0,0,0,1,1,1,4,0,0,0,1,neutral
0,0,0,0,1,1,2,2,0,1,1,0,neutral
0,0,0,1,0,1,4,1,0,0,1,0,neutral
0,0,1,0,0,2,0,2,0,2,0,1,neutral
0,1,0,0,1,1,1,2,0,0,1,1,neutral
0,0,2,1,1,1,0,2,0,1,0,0,neutral
0,0,2,0,2,1,0,1,2,0,0,0,neutral
1,0,1,0,1,0,1,0,2,0,0,2,neutral
0,0,0,2,1,0,1,0,0,1,2,1,neutral
1,0,0,2,0,2,0,0,0,0,1,2,neutral
0,0,0,1,0,1,2,1,1,1,0,1,neutral
0,1,2,0,0,1,1,0,1,1,0,1,neutral
0,0,0,1,0,2,2,1,1,0,1,0,neutral
1,0,0,0,0,1,2,2,1,0,1,0,neutral
0,0,0,0,0,3,0,1,2,1,0,1,neutral
1,0,2,0,0,0,1,0,1,1,1,1,neutral
1,1,0,0,0,1,0,2,1,0,2,0,neutral
2,1,0,1,1,0,1,0,2,0,0,0,neutral
0,0,1,0,0,0,1,1,0,1,4,0,neutral
0,1,1,1,1,1,0,1,0,0,0,2,neutral
1,1,1,0,0,3,0,0,0,0,2,0,neutral
0,0,0,0,0,0,3,2,1,0,1,1,neutral
